to,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,from
Czech Republic,0,0,0,0,0,0,0,,,Jordan
Denmark,0,0,0,0,0,0,0,,,Jordan
Germany,10,5,10,0,15,15,10,10,,Jordan
Estonia,0,0,0,0,0,0,0,,,Jordan
Ireland,0,0,0,0,0,0,0,,,Jordan
Greece,0,0,0,0,0,0,0,,,Jordan
Spain,0,0,0,0,0,0,,,,Jordan
France,0,0,0,0,0,0,0,,,Jordan
Croatia,0,0,0,0,0,0,0,0,,Jordan
Italy,0,5,5,0,5,0,0,,,Jordan
Cyprus,5,5,0,0,0,5,0,,,Jordan
Latvia,0,0,0,0,0,0,0,,,Jordan
Lithuania,0,0,0,0,0,0,0,0,,Jordan
Luxembourg,0,0,0,0,0,0,0,0,,Jordan
Hungary,0,0,0,0,0,0,0,5,,Jordan
Malta,0,0,0,0,0,0,0,,,Jordan
Netherlands,0,0,0,5,0,0,0,0,,Jordan
Austria,5,0,0,0,0,5,5,,,Jordan
Poland,0,0,0,0,0,0,0,0,0,Jordan
Portugal,0,0,0,0,0,0,0,,,Jordan
Romania,0,0,0,0,0,0,0,,,Jordan
Slovenia,0,0,0,0,0,0,0,0,,Jordan
Slovakia,0,0,0,0,0,0,0,,,Jordan
Finland,0,0,0,0,0,0,0,0,0,Jordan
Sweden,30,10,10,10,10,15,30,35,30,Jordan
United Kingdom,5,5,0,0,0,10,0,,,Jordan
Belgium,0,0,0,0,0,0,0,0,,Kuwait
Bulgaria,0,0,0,0,0,0,0,0,,Kuwait
Czech Republic,0,0,0,0,0,0,0,,,Kuwait
Denmark,0,0,0,0,0,0,0,,,Kuwait
Germany,0,0,0,0,0,0,0,0,,Kuwait
Estonia,0,0,0,0,0,0,0,,,Kuwait
Ireland,5,0,0,0,0,0,0,,,Kuwait
Greece,0,0,0,0,0,0,0,,,Kuwait
Spain,0,0,0,0,0,0,,,,Kuwait
France,0,0,0,0,0,0,0,,,Kuwait
Croatia,0,0,0,0,0,0,0,0,,Kuwait
Italy,0,0,0,0,0,0,0,,,Kuwait
Cyprus,0,0,0,0,0,0,0,,,Kuwait
Latvia,0,0,0,0,0,0,0,,,Kuwait
Lithuania,0,0,0,0,0,0,0,0,,Kuwait
Luxembourg,0,0,0,0,0,0,0,0,,Kuwait
Hungary,0,0,0,0,0,0,0,0,,Kuwait
Malta,0,0,0,0,0,0,0,,,Kuwait
Netherlands,0,0,0,0,0,0,0,10,,Kuwait
Austria,0,0,0,0,0,0,5,,,Kuwait
Poland,0,0,0,0,0,0,0,0,0,Kuwait
Portugal,0,0,0,0,0,0,0,,,Kuwait
Romania,0,0,0,0,0,0,0,,,Kuwait
Slovenia,0,0,0,0,0,0,0,0,,Kuwait
Slovakia,0,0,0,0,0,0,0,,,Kuwait
Finland,0,0,0,0,0,0,0,0,0,Kuwait
Sweden,0,0,0,0,0,0,0,0,5,Kuwait
United Kingdom,15,10,5,0,15,25,25,,,Kuwait
Belgium,15,5,5,15,5,10,10,15,,Lebanon
Bulgaria,5,5,5,0,0,0,0,5,,Lebanon
Czech Republic,0,0,0,0,0,0,0,,,Lebanon
Denmark,0,5,0,5,0,0,0,,,Lebanon
Germany,65,85,70,70,45,85,60,35,,Lebanon
Estonia,0,0,0,0,0,0,0,,,Lebanon
Ireland,0,0,0,0,0,0,0,,,Lebanon
Greece,0,0,0,0,0,0,0,,,Lebanon
Spain,0,0,0,5,0,5,,,,Lebanon
France,0,5,0,5,5,5,0,,,Lebanon
Croatia,0,0,0,0,0,0,0,0,,Lebanon
Italy,5,5,5,10,10,5,0,,,Lebanon
Cyprus,5,0,0,0,0,0,0,,,Lebanon
Latvia,0,0,0,0,0,0,0,,,Lebanon
Lithuania,0,0,0,0,0,0,0,0,,Lebanon
Luxembourg,0,0,0,0,0,0,0,0,,Lebanon
Hungary,0,0,0,0,0,10,0,10,,Lebanon
Malta,0,0,0,0,0,0,0,,,Lebanon
Netherlands,0,5,0,5,5,0,0,5,,Lebanon
Austria,5,0,0,0,0,5,5,,,Lebanon
Poland,0,0,0,0,0,0,0,0,0,Lebanon
Portugal,0,0,0,0,0,0,0,,,Lebanon
Romania,0,0,0,0,0,0,0,,,Lebanon
Slovenia,0,0,0,0,0,0,0,0,,Lebanon
Slovakia,0,0,0,0,0,0,0,,,Lebanon
Finland,0,0,0,0,0,5,0,0,0,Lebanon
Sweden,30,20,25,20,25,25,40,35,85,Lebanon
United Kingdom,15,0,15,0,0,5,5,,,Lebanon
Belgium,0,0,0,0,0,5,0,0,,Palestine
Bulgaria,0,0,0,0,0,0,0,0,,Palestine
Czech Republic,0,0,0,0,0,0,0,,,Palestine
Denmark,0,0,0,0,0,0,0,,,Palestine
Germany,0,0,0,0,0,0,0,0,,Palestine
Estonia,0,0,5,0,0,0,0,,,Palestine
Ireland,0,0,5,0,0,0,0,,,Palestine
Greece,35,15,0,0,0,0,0,,,Palestine
Spain,10,10,30,45,65,90,,,,Palestine
France,20,20,20,20,10,15,25,,,Palestine
Croatia,0,0,0,0,0,0,0,0,,Palestine
Italy,10,15,10,15,15,5,10,,,Palestine
Cyprus,0,0,0,0,0,0,5,,,Palestine
Latvia,0,0,0,0,0,0,0,,,Palestine
Lithuania,0,0,0,0,0,0,0,0,,Palestine
Luxembourg,5,0,0,0,0,0,0,0,,Palestine
Hungary,55,80,130,130,150,180,170,110,,Palestine
Malta,0,0,0,0,0,0,0,,,Palestine
Netherlands,0,0,0,0,0,0,5,10,,Palestine
Austria,0,0,0,0,0,0,0,,,Palestine
Poland,0,0,0,0,0,0,0,0,0,Palestine
Portugal,0,0,0,0,0,0,0,,,Palestine
Romania,0,0,5,0,0,0,0,,,Palestine
Slovenia,0,0,0,0,0,0,0,0,,Palestine
Slovakia,0,0,0,0,0,0,0,,,Palestine
Finland,0,0,0,0,0,0,0,0,0,Palestine
Sweden,20,15,15,10,10,40,25,35,40,Palestine
United Kingdom,10,15,10,10,5,20,15,,,Palestine
Belgium,0,0,0,0,0,0,0,0,,Oman
Bulgaria,0,0,0,0,0,0,0,0,,Oman
Czech Republic,0,0,0,0,0,0,0,,,Oman
Denmark,0,0,0,0,0,0,0,,,Oman
Germany,0,0,0,0,0,0,0,0,,Oman
Estonia,0,0,0,0,0,0,0,,,Oman
Ireland,0,0,0,0,0,0,0,,,Oman
Greece,0,0,0,0,0,0,0,,,Oman
Spain,0,0,0,0,0,0,,,,Oman
France,0,0,0,0,0,0,0,,,Oman
Croatia,0,0,0,0,0,0,0,0,,Oman
Italy,0,0,0,0,0,0,0,,,Oman
Cyprus,0,0,0,0,0,0,0,,,Oman
Latvia,0,0,0,0,0,0,0,,,Oman
Lithuania,0,0,0,0,0,0,0,0,,Oman
Luxembourg,0,0,0,0,0,0,0,0,,Oman
Hungary,0,0,0,0,0,0,0,0,,Oman
Malta,0,0,0,0,0,0,0,,,Oman
Netherlands,0,0,0,0,0,0,0,0,,Oman
Austria,0,0,0,0,0,0,0,,,Oman
Poland,0,0,0,0,0,0,0,0,0,Oman
Portugal,0,0,0,0,0,0,0,,,Oman
Romania,0,0,0,0,0,0,0,,,Oman
Slovenia,0,0,0,0,0,0,0,0,,Oman
Slovakia,0,0,0,0,0,0,0,,,Oman
Finland,0,0,0,0,0,0,0,0,0,Oman
Sweden,0,0,0,0,0,0,0,0,0,Oman
United Kingdom,0,0,0,0,5,0,0,,,Oman
Belgium,0,0,0,0,0,0,0,0,,Qatar
Bulgaria,0,0,0,0,0,0,0,0,,Qatar
Czech Republic,0,0,0,0,0,0,0,,,Qatar
Denmark,0,0,0,0,0,0,0,,,Qatar
Germany,0,0,0,0,0,0,0,0,,Qatar
Estonia,0,0,0,0,0,0,0,,,Qatar
Ireland,0,0,0,0,0,0,0,,,Qatar
Greece,0,0,0,0,0,0,0,,,Qatar
Spain,0,0,0,0,0,0,,,,Qatar
France,0,0,0,0,0,0,0,,,Qatar
Croatia,0,0,0,0,0,0,0,0,,Qatar
Italy,0,0,0,0,0,0,0,,,Qatar
Cyprus,0,0,0,0,0,0,0,,,Qatar
Latvia,0,0,0,0,0,0,0,,,Qatar
Lithuania,0,0,0,0,0,0,0,0,,Qatar
Luxembourg,0,0,0,0,0,0,0,0,,Qatar
Hungary,0,0,0,0,0,0,0,0,,Qatar
Malta,0,0,0,0,0,0,0,,,Qatar
Netherlands,0,0,0,0,0,0,0,0,,Qatar
Austria,0,0,0,0,0,0,0,,,Qatar
Poland,0,0,0,0,0,0,0,0,0,Qatar
Portugal,0,0,0,0,0,0,0,,,Qatar
Romania,0,0,0,0,0,0,0,,,Qatar
Slovenia,0,0,0,0,0,0,0,0,,Qatar
Slovakia,0,0,0,0,0,0,0,,,Qatar
Finland,0,0,0,0,0,0,0,0,0,Qatar
Sweden,0,0,0,0,0,0,0,0,0,Qatar
United Kingdom,0,0,0,0,0,0,0,,,Qatar
Belgium,0,0,0,0,0,0,0,0,,Saudi Arabia
Bulgaria,0,0,0,0,0,0,0,0,,Saudi Arabia
Czech Republic,0,0,0,0,0,0,0,,,Saudi Arabia
Denmark,0,0,0,0,0,0,0,,,Saudi Arabia
Germany,0,0,0,0,0,0,0,0,,Saudi Arabia
Estonia,0,0,0,0,0,0,0,,,Saudi Arabia
Ireland,0,0,0,0,0,0,0,,,Saudi Arabia
Greece,0,0,0,0,0,0,0,,,Saudi Arabia
Spain,0,0,0,0,0,0,,,,Saudi Arabia
France,0,0,0,0,0,0,0,,,Saudi Arabia
Croatia,0,0,0,0,0,0,0,0,,Saudi Arabia
Italy,0,0,0,0,0,0,0,,,Saudi Arabia
Cyprus,0,0,0,0,0,0,0,,,Saudi Arabia
Latvia,0,0,0,0,0,0,0,,,Saudi Arabia
Lithuania,0,0,0,0,0,0,0,0,,Saudi Arabia
Luxembourg,0,0,0,0,0,0,0,0,,Saudi Arabia
Hungary,0,0,0,0,0,0,0,0,,Saudi Arabia
Malta,0,0,0,0,0,0,0,,,Saudi Arabia
Netherlands,0,0,0,0,0,0,0,0,,Saudi Arabia
Austria,0,0,0,0,0,0,0,,,Saudi Arabia
Poland,0,0,0,0,0,0,0,0,0,Saudi Arabia
Portugal,0,0,0,0,0,0,0,,,Saudi Arabia
Romania,0,0,0,0,0,0,0,,,Saudi Arabia
Slovenia,0,0,0,0,0,0,0,0,,Saudi Arabia
Slovakia,0,0,0,0,0,0,0,,,Saudi Arabia
Finland,0,0,0,0,0,0,0,0,0,Saudi Arabia
Sweden,5,0,0,15,0,0,5,5,0,Saudi Arabia
United Kingdom,10,0,0,5,0,5,0,,,Saudi Arabia
Belgium,275,235,235,225,290,535,680,"1,230",,Syria
Bulgaria,595,465,395,550,535,865,680,520,,Syria
Czech Republic,5,5,10,5,10,10,10,,,Syria
Denmark,315,140,150,245,315,490,480,,,Syria
Germany,"5,530","4,235","4,620","4,460","5,100","7,560","9,415","10,440",,Syria
Estonia,0,0,0,10,0,0,0,,,Syria
Ireland,0,0,0,5,10,0,5,,,Syria
Greece,235,240,245,275,350,385,425,,,Syria
Spain,430,330,570,795,475,560,,,,Syria
France,160,300,225,280,205,305,230,,,Syria
Croatia,5,5,0,0,0,0,0,0,,Syria
Italy,30,25,25,35,15,25,25,,,Syria
Cyprus,85,55,75,65,70,70,80,,,Syria
Latvia,0,0,0,0,0,5,0,,,Syria
Lithuania,5,0,0,0,0,0,0,0,,Syria
Luxembourg,0,5,10,10,0,10,20,55,,Syria
Hungary,555,625,"1,280","1,770","2,060","4,685","12,475","23,130",,Syria
Malta,20,10,15,15,15,20,25,,,Syria
Netherlands,320,195,200,240,445,740,"1,125","2,840",,Syria
Austria,910,670,835,"1,025","1,835","2,450","2,325",,,Syria
Poland,10,5,15,5,15,10,165,25,15,Syria
Portugal,0,0,0,0,5,0,0,,,Syria
Romania,60,30,75,135,40,40,40,,,Syria
Slovenia,0,0,0,0,0,0,0,0,,Syria
Slovakia,0,0,0,5,0,0,0,,,Syria
Finland,15,15,10,15,10,20,30,75,195,Syria
Sweden,"1,570",965,940,"1,000","1,215","1,755","2,505","4,790","10,945",Syria
United Kingdom,260,170,165,110,140,165,315,,,Syria
Belgium,0,0,0,0,0,0,0,0,,United Arab Emirates
Bulgaria,0,0,0,0,0,0,0,0,,United Arab Emirates
Czech Republic,0,0,0,0,0,0,0,,,United Arab Emirates
Denmark,0,0,0,0,0,0,0,,,United Arab Emirates
Germany,0,0,0,0,0,0,0,0,,United Arab Emirates
Estonia,0,0,0,0,0,0,0,,,United Arab Emirates
Ireland,0,0,0,0,0,0,0,,,United Arab Emirates
Greece,0,0,0,0,0,0,0,,,United Arab Emirates
Spain,0,0,0,0,0,0,,,,United Arab Emirates
France,0,0,0,0,0,0,0,,,United Arab Emirates
Croatia,0,0,0,0,0,0,0,0,,United Arab Emirates
Italy,0,0,0,0,0,0,0,,,United Arab Emirates
Cyprus,0,0,0,0,0,0,0,,,United Arab Emirates
Latvia,0,0,0,0,0,0,0,,,United Arab Emirates
Lithuania,0,0,0,0,0,0,0,0,,United Arab Emirates
Luxembourg,0,0,0,0,0,0,0,0,,United Arab Emirates
Hungary,0,0,0,0,0,0,0,0,,United Arab Emirates
Malta,0,0,0,0,0,0,0,,,United Arab Emirates
Netherlands,0,0,0,0,0,0,0,0,,United Arab Emirates
Austria,0,0,0,0,0,0,0,,,United Arab Emirates
Poland,0,0,0,0,0,0,0,0,0,United Arab Emirates
Portugal,0,0,0,0,0,0,0,,,United Arab Emirates
Romania,0,0,0,0,0,0,0,,,United Arab Emirates
Slovenia,0,0,0,0,0,0,0,0,,United Arab Emirates
Slovakia,0,0,0,0,0,0,0,,,United Arab Emirates
Finland,0,0,0,0,0,5,0,0,0,United Arab Emirates
Sweden,0,0,0,0,0,0,0,0,0,United Arab Emirates
United Kingdom,0,0,0,0,0,0,0,,,United Arab Emirates
Belgium,0,5,5,10,5,0,0,0,,Yemen
Bulgaria,0,0,0,0,0,0,0,0,,Yemen
Czech Republic,0,0,0,0,0,0,0,,,Yemen
Denmark,0,0,0,0,0,0,10,,,Yemen
Germany,10,15,20,25,40,40,45,35,,Yemen
Estonia,0,0,0,0,0,0,0,,,Yemen
Ireland,0,0,0,0,0,0,0,,,Yemen
Greece,0,0,5,0,5,0,0,,,Yemen
Spain,0,0,0,5,5,0,,,,Yemen
France,5,0,5,5,5,10,0,,,Yemen
Croatia,0,0,0,0,0,0,0,0,,Yemen
Italy,0,0,0,0,0,0,0,,,Yemen
Cyprus,0,0,0,0,0,0,0,,,Yemen
Latvia,0,0,0,0,0,0,0,,,Yemen
Lithuania,0,0,0,0,0,0,0,0,,Yemen
Luxembourg,0,0,0,0,0,0,0,0,,Yemen
Hungary,0,0,5,10,10,15,5,5,,Yemen
Malta,0,0,0,0,0,0,0,,,Yemen
Netherlands,5,0,0,5,5,5,5,5,,Yemen
Austria,5,5,5,10,15,25,15,,,Yemen
Poland,0,0,0,0,0,0,5,0,0,Yemen
Portugal,0,0,0,0,0,0,0,,,Yemen
Romania,0,0,0,0,0,0,0,,,Yemen
Slovenia,0,0,0,0,0,0,0,0,,Yemen
Slovakia,0,0,0,0,0,0,0,,,Yemen
Finland,0,0,0,0,0,0,0,5,25,Yemen
Sweden,20,20,25,35,25,35,40,35,45,Yemen
United Kingdom,0,5,5,10,15,15,25,,,Yemen
Belgium,0,0,0,0,0,0,0,0,,Australia
Bulgaria,0,0,0,0,0,0,0,0,,Australia
Czech Republic,0,0,0,0,0,0,0,,,Australia
Denmark,0,0,0,0,0,0,0,,,Australia
Germany,0,0,0,0,0,0,0,0,,Australia
Estonia,0,0,0,0,0,0,0,,,Australia
Ireland,0,0,0,0,0,0,0,,,Australia
Greece,0,0,0,0,0,0,0,,,Australia
Spain,0,0,0,0,0,0,,,,Australia
France,0,0,0,0,0,0,0,,,Australia
Croatia,0,0,0,0,0,0,0,0,,Australia
Italy,0,0,0,0,0,0,0,,,Australia
Cyprus,0,0,0,0,0,0,0,,,Australia
Latvia,0,0,0,0,0,0,0,,,Australia
Lithuania,0,0,0,0,0,0,0,0,,Australia
Luxembourg,0,0,0,0,0,0,0,0,,Australia
Hungary,0,0,0,0,0,0,0,0,,Australia
Malta,0,0,0,0,0,0,0,,,Australia
Netherlands,0,0,0,0,0,0,0,0,,Australia
Austria,0,0,0,0,0,0,0,,,Australia
Poland,0,0,0,0,0,0,0,0,0,Australia
Portugal,0,0,0,0,0,0,0,,,Australia
Romania,0,0,0,0,0,0,0,,,Australia
Slovenia,0,0,0,0,0,0,0,0,,Australia
Slovakia,0,0,0,0,0,0,0,,,Australia
Finland,0,0,0,0,0,0,0,0,0,Australia
Sweden,0,0,0,0,0,0,0,0,0,Australia
United Kingdom,0,0,0,0,0,0,0,,,Australia
Belgium,0,0,0,0,0,0,0,0,,New Zealand
Bulgaria,0,0,0,0,0,0,0,0,,New Zealand
Czech Republic,0,0,0,0,0,0,0,,,New Zealand
Denmark,0,0,0,0,0,0,0,,,New Zealand
Germany,0,0,0,0,0,0,0,0,,New Zealand
Estonia,0,0,0,0,0,0,0,,,New Zealand
Ireland,0,0,0,0,0,0,0,,,New Zealand
Greece,0,0,0,0,0,0,0,,,New Zealand
Spain,0,0,0,0,0,0,,,,New Zealand
France,0,0,0,0,0,0,0,,,New Zealand
Croatia,0,0,0,0,0,0,0,0,,New Zealand
Italy,0,0,0,0,0,0,0,,,New Zealand
Cyprus,0,0,0,0,0,0,0,,,New Zealand
Latvia,0,0,0,0,0,0,0,,,New Zealand
Lithuania,0,0,0,0,0,0,0,0,,New Zealand
Luxembourg,0,0,0,0,0,0,0,0,,New Zealand
Hungary,0,0,0,0,0,0,0,0,,New Zealand
Malta,0,0,0,0,0,0,0,,,New Zealand
Netherlands,0,0,0,0,0,0,0,0,,New Zealand
Austria,0,0,0,0,0,0,0,,,New Zealand
Poland,0,0,0,0,0,0,0,0,0,New Zealand
Portugal,0,0,0,0,0,0,0,,,New Zealand
Romania,0,0,0,0,0,0,0,,,New Zealand
Slovenia,0,0,0,0,0,0,0,0,,New Zealand
Slovakia,0,0,0,0,0,0,0,,,New Zealand
Finland,0,0,0,0,0,0,0,0,0,New Zealand
Sweden,0,0,0,0,0,0,0,0,0,New Zealand
United Kingdom,0,0,0,0,0,0,0,,,New Zealand
Belgium,0,0,0,0,0,0,0,0,,Fiji
Bulgaria,0,0,0,0,0,0,0,0,,Fiji
Czech Republic,0,0,0,0,0,0,0,,,Fiji
Denmark,0,0,0,0,0,0,0,,,Fiji
Germany,0,0,0,0,0,0,0,0,,Fiji
Estonia,0,0,0,0,0,0,0,,,Fiji
Ireland,0,0,0,0,0,0,0,,,Fiji
Greece,0,0,0,0,0,0,0,,,Fiji
Spain,0,0,0,0,0,0,,,,Fiji
France,0,0,0,0,0,0,0,,,Fiji
Croatia,0,0,0,0,0,0,0,0,,Fiji
Italy,0,0,0,0,0,0,0,,,Fiji
Cyprus,0,0,0,0,0,0,0,,,Fiji
Latvia,0,0,0,0,0,0,0,,,Fiji
Lithuania,0,0,0,0,0,0,0,0,,Fiji
Luxembourg,0,0,0,0,0,0,0,0,,Fiji
Hungary,0,0,0,0,0,0,0,0,,Fiji
Malta,0,0,0,0,0,0,0,,,Fiji
Netherlands,0,0,0,0,0,0,0,0,,Fiji
Austria,0,0,0,0,0,0,0,,,Fiji
Poland,0,0,0,0,0,0,0,0,0,Fiji
Portugal,0,0,0,0,0,0,0,,,Fiji
Romania,0,0,0,0,0,0,0,,,Fiji
Slovenia,0,0,0,0,0,0,0,0,,Fiji
Slovakia,0,0,0,0,0,0,0,,,Fiji
Finland,0,0,0,0,0,0,0,0,0,Fiji
Sweden,0,0,0,0,0,0,0,0,0,Fiji
United Kingdom,0,0,0,0,0,0,0,,,Fiji
Belgium,0,0,0,0,0,0,0,0,,New Caledonia (FR)
Bulgaria,0,0,0,0,0,0,0,0,,New Caledonia (FR)
Czech Republic,0,0,0,0,0,0,0,,,New Caledonia (FR)
Denmark,0,0,0,0,0,0,0,,,New Caledonia (FR)
Germany,0,0,0,0,0,0,0,0,,New Caledonia (FR)
Estonia,0,0,0,0,0,0,0,,,New Caledonia (FR)
Ireland,0,0,0,0,0,0,0,,,New Caledonia (FR)
Greece,0,0,0,0,0,0,0,,,New Caledonia (FR)
Spain,0,0,0,0,0,0,,,,New Caledonia (FR)
France,0,0,0,0,0,0,0,,,New Caledonia (FR)
Croatia,0,0,0,0,0,0,0,0,,New Caledonia (FR)
Italy,0,0,0,0,0,0,0,,,New Caledonia (FR)
Cyprus,0,0,0,0,0,0,0,,,New Caledonia (FR)
Latvia,0,0,0,0,0,0,0,,,New Caledonia (FR)
Lithuania,0,0,0,0,0,0,0,0,,New Caledonia (FR)
Luxembourg,0,0,0,0,0,0,0,0,,New Caledonia (FR)
Hungary,0,0,0,0,0,0,0,0,,New Caledonia (FR)
Malta,0,0,0,0,0,0,0,,,New Caledonia (FR)
Netherlands,0,0,0,0,0,0,0,0,,New Caledonia (FR)
Austria,0,0,0,0,0,0,0,,,New Caledonia (FR)
Poland,0,0,0,0,0,0,0,0,0,New Caledonia (FR)
Portugal,0,0,0,0,0,0,0,,,New Caledonia (FR)
Romania,0,0,0,0,0,0,0,,,New Caledonia (FR)
Slovenia,0,0,0,0,0,0,0,0,,New Caledonia (FR)
Slovakia,0,0,0,0,0,0,0,,,New Caledonia (FR)
Finland,0,0,0,0,0,0,0,0,0,New Caledonia (FR)
Sweden,0,0,0,0,0,0,0,0,0,New Caledonia (FR)
United Kingdom,0,0,0,0,0,0,0,,,New Caledonia (FR)
Belgium,0,0,0,0,0,0,0,0,,Papua New Guinea
Bulgaria,0,0,0,0,0,0,0,0,,Papua New Guinea
Czech Republic,0,0,0,0,0,0,0,,,Papua New Guinea
Denmark,0,0,0,0,0,0,0,,,Papua New Guinea
Germany,0,0,0,0,0,0,0,0,,Papua New Guinea
Estonia,0,0,0,0,0,0,0,,,Papua New Guinea
Ireland,0,0,0,0,0,0,0,,,Papua New Guinea
Greece,0,0,0,0,0,0,0,,,Papua New Guinea
Spain,0,0,0,0,0,0,,,,Papua New Guinea
France,0,0,0,0,0,0,0,,,Papua New Guinea
Croatia,0,0,0,0,0,0,0,0,,Papua New Guinea
Italy,0,0,0,0,0,0,0,,,Papua New Guinea
Cyprus,0,0,0,0,0,0,0,,,Papua New Guinea
Latvia,0,0,0,0,0,0,0,,,Papua New Guinea
Lithuania,0,0,0,0,0,0,0,0,,Papua New Guinea
Luxembourg,0,0,0,0,0,0,0,0,,Papua New Guinea
Hungary,0,0,0,0,0,0,0,0,,Papua New Guinea
Malta,0,0,0,0,0,0,0,,,Papua New Guinea
Netherlands,0,0,0,0,0,0,0,0,,Papua New Guinea
Austria,0,0,0,0,0,0,0,,,Papua New Guinea
Poland,0,0,0,0,0,0,0,0,0,Papua New Guinea
Portugal,0,0,0,0,0,0,0,,,Papua New Guinea
Romania,0,0,0,0,0,0,0,,,Papua New Guinea
Slovenia,0,0,0,0,0,0,0,0,,Papua New Guinea
Slovakia,0,0,0,0,0,0,0,,,Papua New Guinea
Finland,0,0,0,0,0,0,0,0,0,Papua New Guinea
Sweden,0,0,0,0,0,0,0,0,0,Papua New Guinea
United Kingdom,0,0,0,0,0,0,0,,,Papua New Guinea
Belgium,0,0,0,0,0,0,0,0,,Solomon Islands
Bulgaria,0,0,0,0,0,0,0,0,,Solomon Islands
Czech Republic,0,0,0,0,0,0,0,,,Solomon Islands
Denmark,0,0,0,0,0,0,0,,,Solomon Islands
Germany,0,0,0,0,0,0,0,0,,Solomon Islands
Estonia,0,0,0,0,0,0,0,,,Solomon Islands
Ireland,0,0,0,0,0,0,0,,,Solomon Islands
Greece,0,0,0,0,0,0,0,,,Solomon Islands
Spain,0,0,0,0,0,0,,,,Solomon Islands
France,0,0,0,0,0,0,0,,,Solomon Islands
Croatia,0,0,0,0,0,0,0,0,,Solomon Islands
Italy,0,0,0,0,0,0,0,,,Solomon Islands
Cyprus,0,0,0,0,0,0,0,,,Solomon Islands
Latvia,0,0,0,0,0,0,0,,,Solomon Islands
Lithuania,0,0,0,0,0,0,0,0,,Solomon Islands
Luxembourg,0,0,0,0,0,0,0,0,,Solomon Islands
Hungary,0,0,0,0,0,0,0,0,,Solomon Islands
Malta,0,0,0,0,0,0,0,,,Solomon Islands
Netherlands,0,0,0,0,0,0,0,0,,Solomon Islands
Austria,0,0,0,0,0,0,0,,,Solomon Islands
Poland,0,0,0,0,0,0,0,0,0,Solomon Islands
Portugal,0,0,0,0,0,0,0,,,Solomon Islands
Romania,0,0,0,0,0,0,0,,,Solomon Islands
Slovenia,0,0,0,0,0,0,0,0,,Solomon Islands
Slovakia,0,0,0,0,0,0,0,,,Solomon Islands
Finland,0,0,0,0,0,0,0,0,0,Solomon Islands
Sweden,0,0,0,0,0,0,0,0,0,Solomon Islands
United Kingdom,0,0,0,0,0,0,0,,,Solomon Islands
Belgium,0,0,0,0,0,0,0,0,,Vanuatu
Bulgaria,0,0,0,0,0,0,0,0,,Vanuatu
Czech Republic,0,0,0,0,0,0,0,,,Vanuatu
Denmark,0,0,0,0,0,0,0,,,Vanuatu
Germany,0,0,0,0,0,0,0,0,,Vanuatu
Estonia,0,0,0,0,0,0,0,,,Vanuatu
Ireland,0,0,0,0,0,0,0,,,Vanuatu
Greece,0,0,0,0,0,0,0,,,Vanuatu
Spain,0,0,0,0,0,0,,,,Vanuatu
France,0,0,0,0,0,0,0,,,Vanuatu
Croatia,0,0,0,0,0,0,0,0,,Vanuatu
Italy,0,0,0,0,0,0,0,,,Vanuatu
Cyprus,0,0,0,0,0,0,0,,,Vanuatu
Latvia,0,0,0,0,0,0,0,,,Vanuatu
Lithuania,0,0,0,0,0,0,0,0,,Vanuatu
Luxembourg,0,0,0,0,0,0,0,0,,Vanuatu
Hungary,0,0,0,0,0,0,0,0,,Vanuatu
Malta,0,0,0,0,0,0,0,,,Vanuatu
Netherlands,0,0,0,0,0,0,0,0,,Vanuatu
Austria,0,0,0,0,0,0,0,,,Vanuatu
Poland,0,0,0,0,0,0,0,0,0,Vanuatu
Portugal,0,0,0,0,0,0,0,,,Vanuatu
Romania,0,0,0,0,0,0,0,,,Vanuatu
Slovenia,0,0,0,0,0,0,0,0,,Vanuatu
Slovakia,0,0,0,0,0,0,0,,,Vanuatu
Finland,0,0,0,0,0,0,0,0,0,Vanuatu
Sweden,0,0,0,0,0,0,0,0,0,Vanuatu
United Kingdom,0,0,0,0,0,0,0,,,Vanuatu
Belgium,0,0,0,0,0,0,0,0,,Kiribati
Bulgaria,0,0,0,0,0,0,0,0,,Kiribati
Czech Republic,0,0,0,0,0,0,0,,,Kiribati
Denmark,0,0,0,0,0,0,0,,,Kiribati
Germany,0,0,0,0,0,0,0,0,,Kiribati
Estonia,0,0,0,0,0,0,0,,,Kiribati
Ireland,0,0,0,0,0,0,0,,,Kiribati
Greece,0,0,0,0,0,0,0,,,Kiribati
Spain,0,0,0,0,0,0,,,,Kiribati
France,0,0,0,0,0,0,0,,,Kiribati
Croatia,0,0,0,0,0,0,0,0,,Kiribati
Italy,0,0,0,0,0,0,0,,,Kiribati
Cyprus,0,0,0,0,0,0,0,,,Kiribati
Latvia,0,0,0,0,0,0,0,,,Kiribati
Lithuania,0,0,0,0,0,0,0,0,,Kiribati
Luxembourg,0,0,0,0,0,0,0,0,,Kiribati
Hungary,0,0,0,0,0,0,0,0,,Kiribati
Malta,0,0,0,0,0,0,0,,,Kiribati
Netherlands,0,0,0,0,0,0,0,0,,Kiribati
Austria,0,0,0,0,0,0,0,,,Kiribati
Poland,0,0,0,0,0,0,0,0,0,Kiribati
Portugal,0,0,0,0,0,0,0,,,Kiribati
Romania,0,0,0,0,0,0,0,,,Kiribati
Slovenia,0,0,0,0,0,0,0,0,,Kiribati
